anio_enfr,prov_nombre,grupo_edad_quin,sexo,n_defun_tri,mean_defun_tri,esp_vida,AVP
2005,Córdoba,60 a 64,Masculino,147,73.5,18.842402208355736,1384.9165623141466
2005,Córdoba,60 a 64,Femenino,80,40,23.081486008232023,923.2594403292809
2005,Córdoba,65 a 69,Masculino,149,74.5,15.272104856236956,1137.7718117896532
2005,Córdoba,65 a 69,Femenino,129,64.5,19.041912627332664,1228.2033644629569
2005,Córdoba,70 a 74,Masculino,162,81,12.076120972884306,978.1657988036288
2005,Córdoba,70 a 74,Femenino,125,62.5,15.220524971165217,951.2828106978261
2005,Córdoba,75 a 79,Masculino,189,94.5,9.298225920446056,878.6823494821523
2005,Córdoba,75 a 79,Femenino,186,93,11.714380262171206,1089.4373643819222
2005,Córdoba,80 y más,Masculino,198,99,5.992080760900239,593.2159953291236
2005,Córdoba,80 y más,Femenino,366,183,7.2709457701241185,1330.5830759327137
2005,Entre Ríos,15 a 19,Masculino,2,1,59.40089991717423,59.40089991717423
2005,Entre Ríos,15 a 19,Femenino,0,0,65.27387185108115,0
2005,Entre Ríos,20 a 24,Masculino,1,0.5,54.65657238289693,27.328286191448466
2005,Entre Ríos,20 a 24,Femenino,0,0,60.40297393774405,0
2005,Entre Ríos,25 a 29,Masculino,0,0,50.01971590153033,0
2005,Entre Ríos,25 a 29,Femenino,0,0,55.56145953057201,0
2005,Entre Ríos,30 a 34,Masculino,0,0,45.338650136635565,0
2005,Entre Ríos,30 a 34,Femenino,2,1,50.71508748453657,50.71508748453657
2005,Entre Ríos,35 a 39,Masculino,0,0,40.649509570707714,0
2005,Entre Ríos,35 a 39,Femenino,4,2,45.89630877119981,91.79261754239963
2005,Entre Ríos,40 a 44,Masculino,3,1.5,36.01442579949483,54.021638699242246
2005,Entre Ríos,40 a 44,Femenino,5,2.5,41.140997801826884,102.8524945045672
2005,Entre Ríos,45 a 49,Masculino,7,3.5,31.426428576026836,109.99250001609393
2005,Entre Ríos,45 a 49,Femenino,3,1.5,36.44056422743235,54.66084634114852
2005,Entre Ríos,50 a 54,Masculino,9,4.5,26.993205867479585,121.46942640365813
2005,Entre Ríos,50 a 54,Femenino,6,3,31.849647363574803,95.54894209072441
2005,Entre Ríos,55 a 59,Masculino,24,12,22.76581335691569,273.1897602829883
2005,Entre Ríos,55 a 59,Femenino,16,8,27.36954671297114,218.95637370376912
2005,Entre Ríos,60 a 64,Masculino,33,16.5,18.842402208355736,310.8996364378696
2005,Entre Ríos,60 a 64,Femenino,29,14.5,23.081486008232023,334.6815471193643
2005,Entre Ríos,65 a 69,Masculino,47,23.5,15.272104856236956,358.89446412156843
2005,Entre Ríos,65 a 69,Femenino,37,18.5,19.041912627332664,352.27538360565427
2005,Entre Ríos,70 a 74,Masculino,46,23,12.076120972884306,277.75078237633903
2005,Entre Ríos,70 a 74,Femenino,45,22.5,15.220524971165217,342.46181185121736
2005,Entre Ríos,75 a 79,Masculino,52,26,9.298225920446056,241.75387393159744
2005,Entre Ríos,75 a 79,Femenino,58,29,11.714380262171206,339.71702760296495
2005,Entre Ríos,80 y más,Masculino,62,31,5.992080760900239,185.7545035879074
2005,Entre Ríos,80 y más,Femenino,109,54.5,7.2709457701241185,396.26654447176446
2005,Formosa,15 a 19,Masculino,0,0,59.40089991717423,0
2005,Formosa,15 a 19,Femenino,1,0.5,65.27387185108115,32.63693592554058
2005,Formosa,20 a 24,Masculino,0,0,54.65657238289693,0
2005,Formosa,20 a 24,Femenino,0,0,60.40297393774405,0
2005,Formosa,25 a 29,Masculino,0,0,50.01971590153033,0
2005,Formosa,25 a 29,Femenino,1,0.5,55.56145953057201,27.780729765286004
2005,Formosa,30 a 34,Masculino,1,0.5,45.338650136635565,22.669325068317782
2005,Formosa,30 a 34,Femenino,1,0.5,50.71508748453657,25.357543742268284
2005,Formosa,35 a 39,Masculino,0,0,40.649509570707714,0
2005,Formosa,35 a 39,Femenino,1,0.5,45.89630877119981,22.948154385599906
2005,Formosa,40 a 44,Masculino,0,0,36.01442579949483,0
2005,Formosa,40 a 44,Femenino,3,1.5,41.140997801826884,61.71149670274033
2005,Formosa,45 a 49,Masculino,1,0.5,31.426428576026836,15.713214288013418
2005,Formosa,45 a 49,Femenino,5,2.5,36.44056422743235,91.10141056858086
2005,Formosa,50 a 54,Masculino,6,3,26.993205867479585,80.97961760243875
2005,Formosa,50 a 54,Femenino,10,5,31.849647363574803,159.24823681787402
2005,Formosa,55 a 59,Masculino,16,8,22.76581335691569,182.12650685532552
2005,Formosa,55 a 59,Femenino,12,6,27.36954671297114,164.21728027782683
2005,Formosa,60 a 64,Masculino,13,6.5,18.842402208355736,122.47561435431228
2005,Formosa,60 a 64,Femenino,17,8.5,23.081486008232023,196.1926310699722
2005,Formosa,65 a 69,Masculino,12,6,15.272104856236956,91.63262913742173
2005,Formosa,65 a 69,Femenino,14,7,19.041912627332664,133.29338839132865
2005,Formosa,70 a 74,Masculino,20,10,12.076120972884306,120.76120972884306
2005,Formosa,70 a 74,Femenino,27,13.5,15.220524971165217,205.47708711073042
2005,Formosa,75 a 79,Masculino,18,9,9.298225920446056,83.6840332840145
2005,Formosa,75 a 79,Femenino,23,11.5,11.714380262171206,134.71537301496886
2005,Formosa,80 y más,Masculino,15,7.5,5.992080760900239,44.940605706751796
2005,Formosa,80 y más,Femenino,28,14,7.2709457701241185,101.79324078173767
2005,Jujuy,15 a 19,Masculino,0,0,59.40089991717423,0
2005,Jujuy,15 a 19,Femenino,0,0,65.27387185108115,0
2005,Jujuy,20 a 24,Masculino,0,0,54.65657238289693,0
2005,Jujuy,20 a 24,Femenino,0,0,60.40297393774405,0
2005,Jujuy,25 a 29,Masculino,0,0,50.01971590153033,0
2005,Jujuy,25 a 29,Femenino,0,0,55.56145953057201,0
2005,Jujuy,30 a 34,Masculino,0,0,45.338650136635565,0
2005,Jujuy,30 a 34,Femenino,0,0,50.71508748453657,0
2005,Jujuy,35 a 39,Masculino,0,0,40.649509570707714,0
2005,Jujuy,35 a 39,Femenino,0,0,45.89630877119981,0
2005,Jujuy,40 a 44,Masculino,4,2,36.01442579949483,72.02885159898966
2005,Jujuy,40 a 44,Femenino,1,0.5,41.140997801826884,20.570498900913442
2005,Jujuy,45 a 49,Masculino,2,1,31.426428576026836,31.426428576026836
2005,Jujuy,45 a 49,Femenino,1,0.5,36.44056422743235,18.220282113716173
2005,Jujuy,50 a 54,Masculino,9,4.5,26.993205867479585,121.46942640365813
2005,Jujuy,50 a 54,Femenino,1,0.5,31.849647363574803,15.924823681787402
2005,Jujuy,55 a 59,Masculino,4,2,22.76581335691569,45.53162671383138
2005,Jujuy,55 a 59,Femenino,9,4.5,27.36954671297114,123.16296020837012
2005,Jujuy,60 a 64,Masculino,17,8.5,18.842402208355736,160.16041877102376
2005,Jujuy,60 a 64,Femenino,14,7,23.081486008232023,161.57040205762416
2005,Jujuy,65 a 69,Masculino,17,8.5,15.272104856236956,129.81289127801412
2005,Jujuy,65 a 69,Femenino,7,3.5,19.041912627332664,66.64669419566432
2005,Jujuy,70 a 74,Masculino,9,4.5,12.076120972884306,54.34254437797938
2005,Jujuy,70 a 74,Femenino,17,8.5,15.220524971165217,129.37446225490433
2005,Jujuy,75 a 79,Masculino,9,4.5,9.298225920446056,41.84201664200725
2005,Jujuy,75 a 79,Femenino,14,7,11.714380262171206,82.00066183519844
2005,Jujuy,80 y más,Masculino,13,6.5,5.992080760900239,38.94852494585155
2005,Jujuy,80 y más,Femenino,23,11.5,7.2709457701241185,83.61587635642736
2005,La Pampa,15 a 19,Masculino,0,0,59.40089991717423,0
2005,La Pampa,15 a 19,Femenino,0,0,65.27387185108115,0
2005,La Pampa,20 a 24,Masculino,0,0,54.65657238289693,0
2005,La Pampa,20 a 24,Femenino,0,0,60.40297393774405,0
2005,La Pampa,25 a 29,Masculino,0,0,50.01971590153033,0
2005,La Pampa,25 a 29,Femenino,1,0.5,55.56145953057201,27.780729765286004
2005,La Pampa,30 a 34,Masculino,0,0,45.338650136635565,0
2005,La Pampa,30 a 34,Femenino,0,0,50.71508748453657,0
2005,La Pampa,35 a 39,Masculino,0,0,40.649509570707714,0
2005,La Pampa,35 a 39,Femenino,0,0,45.89630877119981,0
2005,La Pampa,40 a 44,Masculino,0,0,36.01442579949483,0
2005,La Pampa,40 a 44,Femenino,0,0,41.140997801826884,0
2005,La Pampa,45 a 49,Masculino,1,0.5,31.426428576026836,15.713214288013418
2005,La Pampa,45 a 49,Femenino,2,1,36.44056422743235,36.44056422743235
2005,La Pampa,50 a 54,Masculino,3,1.5,26.993205867479585,40.489808801219375
2005,La Pampa,50 a 54,Femenino,0,0,31.849647363574803,0
2005,La Pampa,55 a 59,Masculino,3,1.5,22.76581335691569,34.148720035373536
2005,La Pampa,55 a 59,Femenino,3,1.5,27.36954671297114,41.05432006945671
2005,La Pampa,60 a 64,Masculino,5,2.5,18.842402208355736,47.10600552088934
2005,La Pampa,60 a 64,Femenino,3,1.5,23.081486008232023,34.622229012348036
2005,La Pampa,65 a 69,Masculino,8,4,15.272104856236956,61.08841942494782
2005,La Pampa,65 a 69,Femenino,3,1.5,19.041912627332664,28.562868940998996
2005,La Pampa,70 a 74,Masculino,10,5,12.076120972884306,60.38060486442153
2005,La Pampa,70 a 74,Femenino,7,3.5,15.220524971165217,53.27183739907826
2005,La Pampa,75 a 79,Masculino,13,6.5,9.298225920446056,60.43846848289936
2005,La Pampa,75 a 79,Femenino,3,1.5,11.714380262171206,17.57157039325681
2005,La Pampa,80 y más,Masculino,15,7.5,5.992080760900239,44.940605706751796
2005,La Pampa,80 y más,Femenino,28,14,7.2709457701241185,101.79324078173767
2005,La Rioja,15 a 19,Masculino,0,0,59.40089991717423,0
2005,La Rioja,15 a 19,Femenino,0,0,65.27387185108115,0
2005,La Rioja,20 a 24,Masculino,0,0,54.65657238289693,0
2005,La Rioja,20 a 24,Femenino,0,0,60.40297393774405,0
2005,La Rioja,25 a 29,Masculino,0,0,50.01971590153033,0
2005,La Rioja,25 a 29,Femenino,0,0,55.56145953057201,0
2005,La Rioja,30 a 34,Masculino,0,0,45.338650136635565,0
2005,La Rioja,30 a 34,Femenino,1,0.5,50.71508748453657,25.357543742268284
2005,La Rioja,35 a 39,Masculino,1,0.5,40.649509570707714,20.324754785353857
2005,La Rioja,35 a 39,Femenino,0,0,45.89630877119981,0
2005,La Rioja,40 a 44,Masculino,0,0,36.01442579949483,0
2005,La Rioja,40 a 44,Femenino,1,0.5,41.140997801826884,20.570498900913442
2005,La Rioja,45 a 49,Masculino,1,0.5,31.426428576026836,15.713214288013418
2005,La Rioja,45 a 49,Femenino,3,1.5,36.44056422743235,54.66084634114852
2005,La Rioja,50 a 54,Masculino,4,2,26.993205867479585,53.98641173495917
2005,La Rioja,50 a 54,Femenino,3,1.5,31.849647363574803,47.774471045362205
2005,La Rioja,55 a 59,Masculino,8,4,22.76581335691569,91.06325342766276
2005,La Rioja,55 a 59,Femenino,4,2,27.36954671297114,54.73909342594228
2005,La Rioja,60 a 64,Masculino,10,5,18.842402208355736,94.21201104177868
2005,La Rioja,60 a 64,Femenino,4,2,23.081486008232023,46.162972016464046
2005,La Rioja,65 a 69,Masculino,7,3.5,15.272104856236956,53.45236699682935
2005,La Rioja,65 a 69,Femenino,8,4,19.041912627332664,76.16765050933066
2005,La Rioja,70 a 74,Masculino,8,4,12.076120972884306,48.304483891537224
2005,La Rioja,70 a 74,Femenino,6,3,15.220524971165217,45.66157491349565
2005,La Rioja,75 a 79,Masculino,3,1.5,9.298225920446056,13.947338880669083
2005,La Rioja,75 a 79,Femenino,9,4.5,11.714380262171206,52.714711179770426
2005,La Rioja,80 y más,Masculino,9,4.5,5.992080760900239,26.964363424051076
2005,La Rioja,80 y más,Femenino,16,8,7.2709457701241185,58.16756616099295
2005,Mendoza,15 a 19,Masculino,0,0,59.40089991717423,0
2005,Mendoza,15 a 19,Femenino,0,0,65.27387185108115,0
2005,Mendoza,20 a 24,Masculino,0,0,54.65657238289693,0
2005,Mendoza,20 a 24,Femenino,0,0,60.40297393774405,0
2005,Mendoza,25 a 29,Masculino,2,1,50.01971590153033,50.01971590153033
2005,Mendoza,25 a 29,Femenino,1,0.5,55.56145953057201,27.780729765286004
2005,Mendoza,30 a 34,Masculino,1,0.5,45.338650136635565,22.669325068317782
2005,Mendoza,30 a 34,Femenino,2,1,50.71508748453657,50.71508748453657
2005,Mendoza,35 a 39,Masculino,4,2,40.649509570707714,81.29901914141543
2005,Mendoza,35 a 39,Femenino,0,0,45.89630877119981,0
